x,y,z,label
46.67,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,6.66,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,6.66,120,1
53.34,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,6.66,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,6.67,120,1
46.67,13.33,120,1
60,6.66,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
60,6.66,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
46.67,6.66,120,1
46.67,13.33,120,1
60,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.34,6.66,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
46.67,6.66,120,1
53.33,13.33,120,1
53.34,6.66,120,1
46.67,6.66,120,1
53.34,13.33,120,1
53.34,6.66,120,1
60,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,6.66,120,1
60,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,26.66,120,1
53.34,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
60,6.66,120,1
60,13.33,120,1
60,20,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,6.66,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
46.67,6.67,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,6.66,120,1
53.34,13.33,120,1
53.34,20,120,1
60,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,26.66,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.33,20,120,1
60,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,20,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.33,6.66,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.33,20,120,1
60,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
60,20,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.33,26.66,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,26.66,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,6.66,120,1
53.33,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
46.67,20,120,1
53.33,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,6.66,120,1
53.34,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
60,20,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,26.66,120,1
53.33,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
46.67,20,120,1
60,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
60,13.33,120,1
53.33,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.34,20,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
53.33,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,20,120,1
53.34,6.67,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
60,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
60,13.33,120,1
53.34,13.33,120,1
53.33,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,13.33,120,1
46.67,0,120,1
53.34,6.66,120,1
53.34,6.66,120,1
46.67,6.67,120,1
46.67,0,120,1
53.33,6.67,120,1
46.67,13.33,120,1
46.67,6.66,120,1
53.34,13.33,120,1
53.34,0,120,1
46.67,6.67,120,1
53.34,13.33,120,1
53.33,13.33,120,1
46.67,6.67,120,1
60,13.33,120,1
46.67,0,120,1
46.67,6.67,120,1
53.33,6.67,120,1
53.34,6.67,120,1
53.34,13.33,120,1
53.34,6.67,120,1
53.34,6.67,120,1
53.33,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
60,0,120,1
46.67,6.67,120,1
46.67,0,120,1
46.67,13.33,120,1
53.34,6.66,120,1
46.67,0,120,1
53.33,6.67,120,1
46.67,0,120,1
53.34,0,120,1
53.34,6.66,120,1
46.67,0,120,1
46.67,0,120,1
46.67,0,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,6.67,120,1
46.67,13.33,120,1
46.67,0,120,1
46.67,6.66,120,1
46.67,13.33,120,1
46.67,6.66,120,1
46.67,6.66,120,1
53.34,6.66,120,1
46.67,13.33,120,1
46.67,6.67,120,1
53.34,6.67,120,1
53.34,0,120,1
46.67,13.33,120,1
53.34,13.33,120,1
60,0,120,1
53.34,13.33,120,1
46.67,0,120,1
53.34,13.33,120,1
46.67,6.67,120,1
53.34,6.67,120,1
60,6.67,120,1
53.34,13.33,120,1
53.34,13.33,120,1
53.34,6.67,120,1
53.34,6.66,120,1
53.33,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
60,6.67,120,1
53.33,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
46.67,13.33,120,1
53.34,6.67,120,1
46.67,13.33,120,1
53.34,13.33,120,1
46.67,13.33,120,1
46.67,6.67,120,1
46.67,0,120,1
46.67,6.67,120,1
46.67,0,120,1
53.34,6.67,120,1
46.67,6.67,120,1
53.34,6.67,120,1
46.67,13.33,120,1
46.67,6.67,120,1
46.67,6.67,120,1
60,13.33,120,1
46.67,6.67,120,1
53.33,6.66,120,1
53.34,13.33,120,1
53.33,6.66,120,1
53.33,20,140,0
53.34,20,133.34,1
53.33,26.67,120,1
53.33,20,120,1
53.34,20,120,1
53.33,26.67,120,1
46.67,20,120,1
53.33,20,120,1
53.33,20,120,1
53.33,26.67,120,1
53.33,20,120,1
53.33,26.67,120,1
53.33,13.33,120,1
60,26.67,120,1
46.67,20,120,1
53.33,26.67,120,1
46.67,20,120,1
53.33,26.67,120,1
60,20,120,1
53.33,20,120,1
53.33,26.67,120,1
46.67,26.67,120,1
53.33,20,120,1
53.33,20,120,1
46.67,20,120,1
53.33,13.33,120,1
53.33,20,120,1
53.33,13.33,120,1
53.33,20,120,1
60,13.33,120,1
60,20,120,1
53.33,20,120,1
20,0,186.67,1
46.66,6.67,120,1
53.33,13.33,120,1
46.66,20,120,1
53.33,13.33,120,1
53.33,13.33,120,1
33.34,6.67,153.34,0
33.34,6.67,153.34,0
33.34,6.67,153.34,0
33.34,6.67,153.34,0
33.34,6.67,153.34,0
33.34,6.67,153.34,0
46.67,13.34,153.34,0
40,20,140,0
26.67,20,140,0
40,6.67,140,0
26.66,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
26.67,6.67,140,0
40,6.67,140,0
40,13.33,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
46.66,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
46.66,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
26.67,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
26.67,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
46.67,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
26.66,20,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
46.67,20,140,0
40,20,140,0
26.66,20,140,0
26.66,6.67,140,0
40,20,140,0
26.67,6.67,140,0
40,20,140,0
26.67,6.67,140,0
40,13.33,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
26.66,6.67,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
26.66,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,0,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
26.66,6.67,140,0
40,20,140,0
26.67,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,13.33,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
26.67,20,140,0
40,6.67,140,0
26.67,20,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
46.66,20,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
46.66,20,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
46.66,6.67,140,0
40,6.67,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,20,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,6.67,140,0
40,20,140,0
40,13.33,140,0
46.67,20,140,0
40,20,140,0
46.66,20,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,20,140,0
40,13.33,140,0
73.33,20,146.67,0
66.66,20,146.67,0
73.33,20,146.67,0
73.33,20,146.67,0
66.66,20,146.67,0
66.66,13.33,146.67,0
66.67,20,146.67,0
46.67,13.33,126.67,0
53.33,13.33,126.66,1
113.33,26.66,200,0
93.33,20,220,0
93.33,20,220,0
86.67,20,220,0
86.67,20,220,0
93.33,20,220,0
93.33,33.33,220,0
106.66,20,220,0
100,20,220,0
86.67,20,220,0
93.33,20,220,0
106.66,13.33,220,0
86.67,20,220,0
100,20,220,0
106.66,20,220,0
106.66,20,220,0
93.33,20,220,0
100,20,220,0
100,20,220,0
106.66,20,220,0
106.66,20,220,0
100,20,220,0
106.66,20,220,0
93.33,20,220,0
86.67,20,220,0
93.33,20,220,0
106.66,20,220,0
86.67,20,220,0
100,20,220,0
106.66,20,220,0
106.66,20,220,0
106.66,20,220,0
100,20,220,0
86.67,20,220,0
53.33,6.67,113.33,0
53.33,6.67,113.33,0
53.33,6.67,113.33,0
53.33,6.67,113.33,0
53.33,13.34,113.33,0
53.33,13.34,113.33,0
40,13.34,113.33,1
46.66,0,113.33,1
46.66,0,113.33,1
40,6.67,113.33,1
53.33,6.67,113.33,1
53.33,6.67,113.33,1
40,6.67,113.33,1
53.33,6.67,113.33,1
53.33,6.67,113.33,1
53.33,6.67,113.33,1
33.33,6.67,113.33,1
53.33,6.67,113.33,1
46.66,13.34,113.33,1
46.66,26.67,113.33,1
46.67,20,126.66,1
53.33,6.67,133.33,1
106.67,6.67,66.67,1
46.67,6.67,140,1
100,13.34,226.67,1
86.67,20,226.67,1
86.67,20,226.67,1
93.34,20,226.67,1
86.67,20,226.67,1
86.67,20,226.67,1
100,26.67,226.67,1
93.34,26.67,226.67,1
106.67,26.67,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,33.34,226.67,1
93.34,26.67,226.67,1
93.34,33.34,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,33.34,226.67,1
93.34,33.34,226.67,1
93.34,33.34,226.67,1
93.34,20,226.67,1
93.34,20,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,20,226.67,1
93.34,20,226.67,1
93.34,26.67,226.67,1
93.34,33.34,226.67,1
93.34,20,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,33.34,226.67,1
93.34,26.67,226.67,1
93.34,20,226.67,1
93.34,20,226.67,1
86.67,26.67,226.67,1
86.67,26.67,226.67,1
100,26.67,226.67,1
93.34,20,226.67,1
93.34,26.67,226.67,1
93.34,20,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,20,226.67,1
100,26.67,226.67,1
93.34,20,226.67,1
93.34,26.67,226.67,1
93.34,20,226.67,1
93.34,26.67,226.67,1
113.33,33.34,226.67,1
113.33,33.34,220,1
93.34,26.67,226.67,1
106.67,26.67,226.67,1
93.34,26.67,226.67,1
86.67,33.34,226.67,1
93.34,33.34,226.67,1
93.34,20,226.67,1
93.34,26.67,226.67,1
106.67,26.67,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,33.34,226.67,1
106.67,26.67,226.67,1
93.34,26.67,226.67,1
93.34,33.34,226.67,1
93.34,20,226.67,1
93.34,26.67,226.67,1
93.34,20,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
106.67,26.67,226.67,1
93.34,20,226.67,1
100,20,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,33.34,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
106.67,26.67,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,33.34,226.67,1
93.34,26.67,226.67,1
86.67,26.67,226.67,1
86.67,26.67,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
93.34,26.67,226.67,1
33.33,6.67,146.67,1
33.33,6.67,146.67,1
33.33,6.67,146.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
46.67,0,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,0,106.67,1
46.67,0,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,0,106.67,1
40,0,106.67,1
40,13.33,106.67,1
46.67,20,106.67,1
40,13.33,106.67,1
46.67,0,106.67,1
40,0,106.67,1
46.67,20,106.67,1
40,13.33,106.67,1
53.34,0,106.67,1
40,20,106.67,1
40,20,106.67,1
53.34,13.33,106.67,1
40,13.33,106.67,1
53.34,13.33,106.67,1
53.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,6.67,106.67,1
40,20,106.67,1
53.34,20,106.67,1
46.67,0,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
53.34,13.33,106.67,1
40,13.33,106.67,1
40,20,106.67,1
53.34,6.67,106.67,1
46.67,0,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,0,106.67,1
40,0,106.67,1
53.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,0,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
53.34,0,106.67,1
53.34,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
53.34,0,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
53.33,20,106.67,1
40,6.67,106.67,1
53.33,6.67,106.67,1
40,20,106.67,1
53.33,20,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
53.33,20,106.67,1
40,0,106.67,1
40,0,106.67,1
53.33,6.67,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
40,20,106.67,1
40,6.67,106.67,1
40,26.67,106.67,1
26.67,20,106.67,1
40,20,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
40,20,106.67,1
40,20,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,20,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
40,6.67,106.67,1
40,20,106.67,1
46.66,20,106.67,1
46.66,20,106.67,1
46.66,6.67,106.67,1
33.33,0,106.67,1
40,6.67,106.67,1
40,0,106.67,1
40,6.67,106.67,1
46.66,20,106.67,1
33.33,6.67,106.67,1
33.33,20,106.67,1
33.33,6.67,106.67,1
33.33,6.67,106.67,1
33.33,0,106.67,1
46.67,0,106.67,1
46.67,6.67,106.67,1
33.33,6.67,106.67,1
46.67,6.67,106.67,1
46.67,20,106.67,1
33.33,0,106.67,1
46.67,6.67,106.67,1
40,0,106.67,1
46.67,0,106.67,1
46.67,0,106.67,1
46.67,0,106.67,1
46.67,13.33,106.67,1
46.67,6.67,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
40,0,106.67,1
40,0,106.67,1
40,13.33,106.67,1
40,0,106.67,1
40,0,106.67,1
40,0,106.67,1
46.66,6.67,106.67,1
46.66,13.33,106.67,1
40,0,106.67,1
40,6.67,106.67,1
46.66,13.33,106.67,1
46.66,13.33,106.67,1
33.33,13.33,106.67,1
46.66,13.33,106.67,1
33.33,13.33,106.67,1
46.66,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
46.66,13.33,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
26.66,13.33,106.67,1
33.33,13.33,106.67,1
33.34,13.33,106.67,1
33.33,0,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
33.33,6.67,106.67,1
40,6.67,106.67,1
40,6.67,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
33.33,0,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
40,0,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
